"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Employers can play a big part in helping people be physically active. At AHM, we organise and take part in social a… https://t.co/DaItuXbZUM",FALSE,0,NA,2020-05-20 03:01:11,TRUE,NA,"1262941412426997761",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","allhealthmatt",0,FALSE,FALSE,NA,NA
"2","RT @WarshipCam: USCGC Active (WMEC 618) medium endurance cutter coming into San Diego - May 19, 2020 #active #wmec618 https://t.co/1pvD37r9…",FALSE,0,NA,2020-05-20 02:50:51,FALSE,NA,"1262938813086588928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SanDiegoWebCam",2,TRUE,FALSE,NA,NA
"3","RT @WarshipCam: USCGC Active (WMEC 618) medium endurance cutter coming into San Diego - May 19, 2020 #active #wmec618 https://t.co/1pvD37r9…",FALSE,0,NA,2020-05-20 02:27:25,FALSE,NA,"1262932915064799234",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TinkerTricity",2,TRUE,FALSE,NA,NA
"4","USCGC Active (WMEC 618) medium endurance cutter coming into San Diego - May 19, 2020 #active #wmec618 https://t.co/1pvD37r9FG",FALSE,3,NA,2020-05-20 02:27:02,FALSE,NA,"1262932819246022656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WarshipCam",2,FALSE,FALSE,NA,NA
"5","Night Cap! <f0><U+009F><U+008F><U+0083><f0><U+009F><U+008F><U+00BE><U+200D><U+2642><U+FE0F><f0><U+009F><U+0092><U+00A8><f0><U+009F><U+0094><U+00A5><U+2705><f0><U+009F><U+0092><U+00AF> staying #active and applying #discipline is <f0><U+009F><U+0094><U+0091>  #nikerunning #igtv #powerful #instagood… https://t.co/FczSL8uvYq",FALSE,0,NA,2020-05-20 02:22:39,TRUE,NA,"1262931712327266304",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","fitbyshockbody",0,FALSE,FALSE,NA,NA
"6","Active COVID-19 cases rise to 39
https://t.co/50tTfhgFWe
#Active #COVID19cases #rise #39 https://t.co/nkTvVBoR0Q",FALSE,0,NA,2020-05-20 02:19:25,FALSE,NA,"1262930900234440704",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GoacomBytes",0,FALSE,FALSE,NA,NA
"7","NU Essential Crop and Leggings!!
They are always better together.
-
#essentials #active https://t.co/59gag8se7x",FALSE,0,NA,2020-05-20 02:16:04,FALSE,NA,"1262930058697637890",NA,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","NU_FIZEEK",0,FALSE,FALSE,NA,NA
"8","Going thru some of the pictures from the past has Lockedin Magazine Ready for the #CoronaVirus restrictions to be L… https://t.co/C7tLeUmCu6",FALSE,0,NA,2020-05-20 02:15:05,TRUE,NA,"1262929808620740608",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LockedINMag",0,FALSE,FALSE,NA,NA
"9","Believe in your vision and stay #Active",FALSE,0,NA,2020-05-20 02:11:24,FALSE,NA,"1262928884741406720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ray2Active",0,FALSE,FALSE,NA,NA
"10","RT @shalomjoshi: #Active Test....!!!""""""""<f0><U+009F><U+0092><U+00A5> <f0><U+009F><U+0092><U+00A5><f0><U+009F><U+0092><U+00A5>

How Many Are you In Online??? 

Just RT
#HappyBirthdayNTR
 https://t.co/6Jnc39GSZk",FALSE,0,NA,2020-05-20 02:07:34,FALSE,NA,"1262927918474371073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoshithBolline2",6,TRUE,FALSE,NA,NA
"11","RT @shalomjoshi: #Active Test....!!!""""""""<f0><U+009F><U+0092><U+00A5> <f0><U+009F><U+0092><U+00A5><f0><U+009F><U+0092><U+00A5>

How Many Are you In Online??? 

Just RT
#HappyBirthdayNTR
 https://t.co/6Jnc39GSZk",FALSE,0,NA,2020-05-20 02:05:39,FALSE,NA,"1262927437911879680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chowdary_lakki",6,TRUE,FALSE,NA,NA
"12","RT @shalomjoshi: #Active Test....!!!""""""""<f0><U+009F><U+0092><U+00A5> <f0><U+009F><U+0092><U+00A5><f0><U+009F><U+0092><U+00A5>

How Many Are you In Online??? 

Just RT
#HappyBirthdayNTR
 https://t.co/6Jnc39GSZk",FALSE,0,NA,2020-05-20 02:05:10,FALSE,NA,"1262927315471925249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ashu49574998",6,TRUE,FALSE,NA,NA
"13","RT @shalomjoshi: #Active Test....!!!""""""""<f0><U+009F><U+0092><U+00A5> <f0><U+009F><U+0092><U+00A5><f0><U+009F><U+0092><U+00A5>

How Many Are you In Online??? 

Just RT
#HappyBirthdayNTR
 https://t.co/6Jnc39GSZk",FALSE,0,NA,2020-05-20 02:04:59,FALSE,NA,"1262927267535048704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kesavareddy9886",6,TRUE,FALSE,NA,NA
"14","RT @shalomjoshi: #Active Test....!!!""""""""<f0><U+009F><U+0092><U+00A5> <f0><U+009F><U+0092><U+00A5><f0><U+009F><U+0092><U+00A5>

How Many Are you In Online??? 

Just RT
#HappyBirthdayNTR
 https://t.co/6Jnc39GSZk",FALSE,0,NA,2020-05-20 02:02:20,FALSE,NA,"1262926602083676163",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saikirannuthal3",6,TRUE,FALSE,NA,NA
"15","RT @shalomjoshi: #Active Test....!!!""""""""<f0><U+009F><U+0092><U+00A5> <f0><U+009F><U+0092><U+00A5><f0><U+009F><U+0092><U+00A5>

How Many Are you In Online??? 

Just RT
#HappyBirthdayNTR
 https://t.co/6Jnc39GSZk",FALSE,0,NA,2020-05-20 02:01:39,FALSE,NA,"1262926429236236288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ganni_rakesh45",6,TRUE,FALSE,NA,NA
"16","#Active Test....!!!""""""""<f0><U+009F><U+0092><U+00A5> <f0><U+009F><U+0092><U+00A5><f0><U+009F><U+0092><U+00A5>

How Many Are you In Online??? 

Just RT
#HappyBirthdayNTR
 https://t.co/6Jnc39GSZk",FALSE,0,NA,2020-05-20 02:00:58,FALSE,NA,"1262926257009786883",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shalomjoshi",6,FALSE,FALSE,NA,NA
"17","Join 10 people right now at ""Pixel 4a to ditch Active Edge squeeze feature"" #cheers #technology #tech #gaming… https://t.co/C3SkwP4OTA",FALSE,0,NA,2020-05-20 01:56:05,TRUE,NA,"1262925029085335552",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","tech_cheers",0,FALSE,FALSE,NA,NA
"18","RT @SOTexas: Make sure to practice for the 2020 Virtual Summer Games!
If you have any questions about 2020 Virtual Summer Games submit them…",FALSE,0,NA,2020-05-20 01:50:00,FALSE,NA,"1262923498088992776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HawkNationHHS",3,TRUE,FALSE,NA,NA
"19","RT @NYLInvestments: Investors looking to mitigate losses in market downturns should select an #active manager with a proven history of comp…",FALSE,0,NA,2020-05-20 01:23:28,FALSE,NA,"1262916819406462993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WyattColemanNYL",1,TRUE,FALSE,NA,NA
"20","RT @BGC_Moncton: To the amazing person who donated 8 basketballs this morning in an effort to contribute to our online Basketball program a…",FALSE,0,NA,2020-05-20 01:16:33,FALSE,NA,"1262915079835705345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prmoncton",2,TRUE,FALSE,NA,NA
"21","Lockedin Magazine reminds you that the #9PMRoutine is designed to help #Stop #Criminals! Take a Moment and Secure y… https://t.co/xXCNBrGfTg",FALSE,0,NA,2020-05-20 01:00:19,TRUE,NA,"1262910993925058561",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LockedINMag",0,FALSE,FALSE,NA,NA
"22","#Labour Party

My goal is to enable people to live with dignity.

My two contributions: to be #active in the Labour… https://t.co/IcCKDfxoot",FALSE,0,NA,2020-05-20 00:56:14,TRUE,NA,"1262909966756859911",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GabrielleMonaen",0,FALSE,FALSE,NA,NA
"23","@Ruthy_Beauty @kaygeeofficiall @TWMGKidWiz follow me I follow back <f0><U+009F><U+0092><U+00AF> and I’m #active",FALSE,2,"Ruthy_Beauty",2020-05-20 00:44:42,FALSE,"1262906265816182784","1262907063392403458","1251899932547715074","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TWMGKidWiz",0,FALSE,FALSE,NA,NA
"24","Completed a good core workout today! Really exercised my ab muscles well and I’m feeling tighter and healthier!… https://t.co/PW6sqkG6Cx",FALSE,0,NA,2020-05-20 00:42:45,TRUE,NA,"1262906574084980737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","j_t_91",0,FALSE,FALSE,NA,NA
"25","RT @adventure_wales: Memory of the day - Adventure canoe cruise

#fun #outdoors #active #outdooractivities #outdoorlife #fitness #fit #padd…",FALSE,0,NA,2020-05-20 00:29:20,FALSE,NA,"1262903196449677318",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clare_Rutter",1,TRUE,FALSE,NA,NA
"26","Memory of the day - Adventure canoe cruise

#fun #outdoors #active #outdooractivities #outdoorlife #fitness #fit… https://t.co/ZP45Kqsrdo",FALSE,1,NA,2020-05-20 00:24:46,TRUE,NA,"1262902049018126338",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adventure_wales",1,FALSE,FALSE,NA,NA
"27","When it rains, it pours. By then you’ll either choose to play in it or get an umbrella. #active",FALSE,0,NA,2020-05-20 00:14:01,FALSE,NA,"1262899342211534848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itstamilore",0,FALSE,FALSE,NA,NA
"28","@FOXRehab He should consider one of the Trionic walking aids. It will allow him to walk faster and smoother and get… https://t.co/T0wJq4jmOi",FALSE,0,"FOXRehab",2020-05-20 00:01:40,TRUE,"1262893823279144961","1262896233468723200","41173589","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Trionic_Veloped",0,FALSE,FALSE,NA,NA
"29","RT @DejiDee: I feel fit :-) Today I took 11154 steps, burned 3146 calories, and travelled 8.33 kilometers May 19, 2020 via #Fitbit #Charge2…",FALSE,0,NA,2020-05-19 23:20:27,FALSE,NA,"1262885860418162695",NA,"<a href=""https://twitter.com/yahyapatel"" rel=""nofollow"">yahya bot</a>","yahyapatel",1,TRUE,FALSE,NA,NA
"30","I feel fit :-) Today I took 11154 steps, burned 3146 calories, and travelled 8.33 kilometers May 19, 2020 via… https://t.co/djcJ7eUb2M",FALSE,0,NA,2020-05-19 23:10:04,TRUE,NA,"1262883247559708673",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DejiDee",1,FALSE,FALSE,NA,NA
"31","RT @Lynneshe1: Really important opportunity to contribute.. especially for sports injury prevention. Minimizing injury maximises performanc…",FALSE,0,NA,2020-05-19 23:06:53,FALSE,NA,"1262882446917300224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ACRISP_ECU",1,TRUE,FALSE,NA,NA
"32","RT @SOTexas: Make sure to practice for the 2020 Virtual Summer Games!
If you have any questions about 2020 Virtual Summer Games submit them…",FALSE,0,NA,2020-05-19 23:06:46,FALSE,NA,"1262882419247665152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anjelica_jelly",3,TRUE,FALSE,NA,NA
"33","What do you miss more? Concerts and Festivals or Sports! Lockedin Magazine is your ONE SOURCE for EVERYDAY Life and… https://t.co/Pigm12fNNn",FALSE,0,NA,2020-05-19 23:00:21,TRUE,NA,"1262880803987566593",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LockedINMag",0,FALSE,FALSE,NA,NA
"34","RT @StrathThemes: It always gives us great pleasure to see @UniStrathclyde work published by @ConversationUK A really insightful article th…",FALSE,0,NA,2020-05-19 22:25:59,FALSE,NA,"1262872155651481600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","citizen_ehm",4,TRUE,FALSE,NA,NA
"35","Really important opportunity to contribute.. especially for sports injury prevention. Minimizing injury maximises p… https://t.co/R4DNXs2M1A",FALSE,1,NA,2020-05-19 22:23:34,TRUE,NA,"1262871548643295232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lynneshe1",1,FALSE,FALSE,NA,NA
"36","RT @SpecialRio: Make sure to practice for the 2020 Virtual Summer Games!
If you have any questions about 2020 Virtual Summer Games submit t…",FALSE,0,NA,2020-05-19 22:21:48,FALSE,NA,"1262871102117875712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trinitylou5",1,TRUE,FALSE,NA,NA
"37","RT @JasonStayFit: The mind control is real! ((You will smile and be awesome today <f0><U+009F><U+0098><U+008E>)) zzzzzzerp
.
.
.
.

#photooftheday #fun #active #insta…",FALSE,0,NA,2020-05-19 22:21:18,FALSE,NA,"1262870975848296450",NA,"<a href=""http://www.waybetter.org/"" rel=""nofollow"">WaybetterBot</a>","waybetterorg",1,TRUE,FALSE,NA,NA
"38","RT @SOTexas: Make sure to practice for the 2020 Virtual Summer Games!
If you have any questions about 2020 Virtual Summer Games submit them…",FALSE,0,NA,2020-05-19 22:13:51,FALSE,NA,"1262869103217455104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","waxartist_dfw",3,TRUE,FALSE,NA,NA
"39","Make sure to practice for the 2020 Virtual Summer Games!
If you have any questions about 2020 Virtual Summer Games… https://t.co/Tx3jaxKPrp",FALSE,6,NA,2020-05-19 22:13:43,TRUE,NA,"1262869068702498816",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SOTexas",3,FALSE,FALSE,NA,NA
"40","RT @EuCyclistsFed: <f0><U+009F><U+0092><U+00A1> #COVID is changing the way we interact with others and with our cities. Stay on top on the consequences it has on #cyc…",FALSE,0,NA,2020-05-19 22:05:42,FALSE,NA,"1262867049048674307",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GFunkBike",22,TRUE,FALSE,NA,NA
"41","Make sure to practice for the 2020 Virtual Summer Games!
If you have any questions about 2020 Virtual Summer Games… https://t.co/PViBOwO1Kq",FALSE,2,NA,2020-05-19 22:00:00,TRUE,NA,"1262865617897619456",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SpecialRio",1,FALSE,FALSE,NA,NA
"42","RT @RecessGuardians: @mikemcdonaldrun will be on @CTVMorningStoon tomorrow morning at 7:30 to discuss @SKBlueCross @RecessGuardians and how…",FALSE,0,NA,2020-05-19 21:51:31,FALSE,NA,"1262863481226788865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mikemcdonaldrun",3,TRUE,FALSE,NA,NA
"43","@mikemcdonaldrun will be on @CTVMorningStoon tomorrow morning at 7:30 to discuss @SKBlueCross @RecessGuardians and… https://t.co/BnWlWm6Uld",FALSE,3,"mikemcdonaldrun",2020-05-19 21:51:24,TRUE,NA,"1262863451292151809","950288702","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RecessGuardians",3,FALSE,FALSE,NA,NA
"44","RT @EuCyclistsFed: <f0><U+009F><U+0092><U+00A1> #COVID is changing the way we interact with others and with our cities. Stay on top on the consequences it has on #cyc…",FALSE,0,NA,2020-05-19 21:42:05,FALSE,NA,"1262861107863130119",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ConBici",22,TRUE,FALSE,NA,NA
"45","The mind control is real! ((You will smile and be awesome today <f0><U+009F><U+0098><U+008E>)) zzzzzzerp
.
.
.
.

#photooftheday #fun #active… https://t.co/xHWBuxz5Oz",FALSE,1,NA,2020-05-19 21:32:22,TRUE,NA,"1262858664089579521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JasonStayFit",1,FALSE,FALSE,NA,NA
"46","RT @DawnVSO: District health partners delivering safety information sessions to our #active #youth in Bukoba so they can safely respond to…",FALSE,0,NA,2020-05-19 21:11:08,FALSE,NA,"1262853318600282112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","InnocentGrant",3,TRUE,FALSE,NA,NA
"47","After 28 days of isolation, 1st day back at work and then spending the day after with my gorgeous daughters, Tuesda… https://t.co/hWhXA9w7Gc",FALSE,10,NA,2020-05-19 21:05:20,TRUE,NA,"1262851859481530368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fk_all_llyw",0,FALSE,FALSE,NA,NA
"48","Its 5pm Somewhere and Lockedin Magazine is READY for some TACO TUESDAY FUN! Stay #LockedIN with @YWHTeamNoSleep and… https://t.co/AFHZYkaAvr",FALSE,0,NA,2020-05-19 21:00:32,TRUE,NA,"1262850651463331851",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LockedINMag",0,FALSE,FALSE,NA,NA
"49","RT @EuCyclistsFed: <f0><U+009F><U+0092><U+00A1> #COVID is changing the way we interact with others and with our cities. Stay on top on the consequences it has on #cyc…",FALSE,0,NA,2020-05-19 20:58:36,FALSE,NA,"1262850162638061568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EarthPlanB",22,TRUE,FALSE,NA,NA
"50","RT @Hike1000miles: Day #118 LES MILLS CXWORX 
Cross training to run faster, stronger, longer and injury free. Like a physiotherapy but bit…",FALSE,0,NA,2020-05-19 20:58:08,FALSE,NA,"1262850048230113280",NA,"<a href=""http://discussionexpress.com"" rel=""nofollow"">Information Critical</a>","greentechdon",1,TRUE,FALSE,NA,NA
"51","RT @PamelaKnoll: Traditional vs. Life-Like Crystals. An unconventional crystallization pathway transforms typical metal carbonate crystals…",FALSE,0,NA,2020-05-19 20:54:43,FALSE,NA,"1262849188750131206",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MattoussiGroup",2,TRUE,FALSE,NA,NA
"52","RT @LeagueACS: ""From the UK all the way to Canada, our Little Leaguers have been opening brand new bug hotels and birdfeeders to attract a…",FALSE,0,NA,2020-05-19 20:53:29,FALSE,NA,"1262848877784453123",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CHAM02313921",4,TRUE,FALSE,NA,NA
"53","RT @HenllysLNR: In these odd times #MentalHealthAwarenessWeek has rarely been as important. Being #active, living in the #moment and enjoyi…",FALSE,0,NA,2020-05-19 20:36:46,FALSE,NA,"1262844668464844804",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsMintoHCIW",5,TRUE,FALSE,NA,NA
"54","Day #118 LES MILLS CXWORX 
Cross training to run faster, stronger, longer and injury free. Like a physiotherapy but… https://t.co/bunyPIAotc",FALSE,0,NA,2020-05-19 20:30:37,TRUE,NA,"1262843123606175745",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hike1000miles",1,FALSE,FALSE,NA,NA
"55","RT @EuCyclistsFed: <f0><U+009F><U+0092><U+00A1> #COVID is changing the way we interact with others and with our cities. Stay on top on the consequences it has on #cyc…",FALSE,0,NA,2020-05-19 20:25:00,FALSE,NA,"1262841709513318406",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Leszek33",22,TRUE,FALSE,NA,NA
"56","Let them fly, THE OHRANGUTANG’s JUNGLE #OhrangutangExperience 2020, #PhaseOne #Active https://t.co/UNViz2SZrP",FALSE,3,NA,2020-05-19 20:13:40,FALSE,NA,"1262838855033483265",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Ohrangutang",0,FALSE,FALSE,NA,NA
"57","@MissW_BHS @Barrheadpe Lovely walk this evening to stay #active <f0><U+009F><U+0098><U+0083> https://t.co/NezDmkzoDx",FALSE,3,"MissW_BHS",2020-05-19 20:12:16,FALSE,"1262649308840681472","1262838504066859009","1245295440586854403","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarrheadGeo",0,FALSE,FALSE,NA,NA
"58","Brilliant to see the East Cheshire gang taking part in lots of different activities keeping themselves busy! Well d… https://t.co/O33dhHRZ3k",FALSE,2,NA,2020-05-19 20:08:40,TRUE,NA,"1262837597711319041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","east_cheshire",0,FALSE,FALSE,NA,NA
"59","Guys I went for a walk #active",FALSE,1,NA,2020-05-19 20:04:31,FALSE,NA,"1262836555854548996",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ari_lynn4",0,FALSE,FALSE,NA,NA
"60","RT @EuCyclistsFed: <f0><U+009F><U+0092><U+00A1> #COVID is changing the way we interact with others and with our cities. Stay on top on the consequences it has on #cyc…",FALSE,0,NA,2020-05-19 20:02:12,FALSE,NA,"1262835972531802121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FabianKusterECF",22,TRUE,FALSE,NA,NA
"61","RT @ItTakesAForest: You could probably guess that our forests #encourage us to get #active, but #DYK that #exercising outside can actually…",FALSE,0,NA,2020-05-19 19:58:35,FALSE,NA,"1262835062808215552",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PolicyMight",3,TRUE,FALSE,NA,NA
"62","RT @adventure_wales: Memory of the day - Whitewater kayaking 

#fun #funtimes #livelife #outdoors #active #outdooractivities #getoutside #o…",FALSE,0,NA,2020-05-19 19:55:28,FALSE,NA,"1262834276049043461",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clare_Rutter",1,TRUE,FALSE,NA,NA
"63","RT @gopei: Thank you #PEI for making #goLiveathome a huge success - we have one last week of FREE #workouts! We are so happy THOUSANDS of y…",FALSE,0,NA,2020-05-19 19:54:34,FALSE,NA,"1262834050554830850",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","thejypsy",9,TRUE,FALSE,NA,NA
"64","Memory of the day - Whitewater kayaking 

#fun #funtimes #livelife #outdoors #active #outdooractivities #getoutside… https://t.co/61gP6dAcMA",FALSE,1,NA,2020-05-19 19:53:10,TRUE,NA,"1262833698300399617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adventure_wales",1,FALSE,FALSE,NA,NA
"65","RT @prosportcoachin: We are excited to get involved with Maths on the Move LIVE Active Maths Quizzes!

Weekly quizzes that combine maths <U+2797>…",FALSE,0,NA,2020-05-19 19:51:04,FALSE,NA,"1262833168400429059",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","calum_prosport",1,TRUE,FALSE,NA,NA
"66","Guidelines for being active #WISH #Active https://t.co/NX0iDaRNT5",FALSE,1,NA,2020-05-19 19:35:46,FALSE,NA,"1262829320571101184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WishWits",0,FALSE,FALSE,NA,NA
"67","RT @iammtoo: The sadness of media only reporting on High number of #active cases... Never reporting on RECOVERIES erks me... They have a du…",FALSE,0,NA,2020-05-19 19:35:02,FALSE,NA,"1262829133765259265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Molemole_S",1,TRUE,FALSE,NA,NA
"68","The sadness of media only reporting on High number of #active cases... Never reporting on RECOVERIES erks me... The… https://t.co/VeYOA5dAeo",FALSE,0,NA,2020-05-19 19:27:32,TRUE,NA,"1262827248022888449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iammtoo",1,FALSE,FALSE,NA,NA
"69","Get close to an active #volcano! #virtually 
#discover  #beautiful  #Indonesia.#active.#Visitors  #Indonesian… https://t.co/POzOxnHGfA",FALSE,1,NA,2020-05-19 19:17:18,TRUE,NA,"1262824671117848578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ImadTravel",0,FALSE,FALSE,NA,NA
"70","RT @gopei: Thank you #PEI for making #goLiveathome a huge success - we have one last week of FREE #workouts! We are so happy THOUSANDS of y…",FALSE,0,NA,2020-05-19 19:11:29,FALSE,NA,"1262823206894911488",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CornwallPE",9,TRUE,FALSE,NA,NA
"71","RT @DefiParkinson: See our new fundraising page for Yves hiking mission to raise awareness of #Parkinson #PwP and promote #active #lifestyl…",FALSE,0,NA,2020-05-19 19:08:32,FALSE,NA,"1262822464511410182",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MahulALM",1,TRUE,FALSE,NA,NA
"72","See our new fundraising page for Yves hiking mission to raise awareness of #Parkinson #PwP and promote #active… https://t.co/CmFDzw6QXG",FALSE,2,NA,2020-05-19 19:07:12,TRUE,NA,"1262822129894129672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DefiParkinson",1,FALSE,FALSE,NA,NA
"73","RT @EuCyclistsFed: <f0><U+009F><U+0092><U+00A1> #COVID is changing the way we interact with others and with our cities. Stay on top on the consequences it has on #cyc…",FALSE,0,NA,2020-05-19 19:04:46,FALSE,NA,"1262821518146338816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fvaldesp",22,TRUE,FALSE,NA,NA
"74","RT @EuCyclistsFed: <f0><U+009F><U+0092><U+00A1> #COVID is changing the way we interact with others and with our cities. Stay on top on the consequences it has on #cyc…",FALSE,0,NA,2020-05-19 19:03:56,FALSE,NA,"1262821308850724867",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arelibiciteka",22,TRUE,FALSE,NA,NA
"75","RT @therealhuccii: I need some #active followers so I’ll be more interested in this app <f0><U+009F><U+0098><U+0092>",FALSE,0,NA,2020-05-19 19:02:21,FALSE,NA,"1262820910333034496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fijicake",1,TRUE,FALSE,NA,NA
"76","Since #CoronaVirus2020 hit and the WORLD is in Isolation, Lockedin Magazine has been spending some time checking in… https://t.co/frBtGR5ckh",FALSE,0,NA,2020-05-19 19:00:38,TRUE,NA,"1262820477237682177",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LockedINMag",0,FALSE,FALSE,NA,NA
